experimentID	organ_slims	cell_slims	developmental_slims	system_slims	biosample_summary	simple_biosample_summary
ENCSR594JGI	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain B6NCrl hindbrain tissue embryo (10.5 days)	mixed sex embryo (10.5 days) strain B6NCrl C57BL/6
ENCSR989LUY	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain B6NCrl midbrain tissue embryo (10.5 days)	mixed sex embryo (10.5 days) strain B6NCrl C57BL/6
ENCSR241BSK	['epithelium', 'embryo']	[]	['ectoderm']	[]	Mus musculus strain B6NCrl neural tube tissue embryo (15.5 days)	mixed sex embryo (15.5 days) strain B6NCrl C57BL/6
ENCSR797EYS	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain B6NCrl hindbrain tissue embryo (16.5 days)	mixed sex embryo (16.5 days) strain B6NCrl C57BL/6
ENCSR332JYZ	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain B6NTac;B6NCrl/Lap hindbrain tissue postnatal (0 days)	mixed sex postnatal (0 days) strain B6NTac;B6NCrl/Lap C57BL/6
ENCSR066XFL	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain B6NCrl hindbrain tissue embryo (15.5 days)	mixed sex embryo (15.5 days) strain B6NCrl C57BL/6
ENCSR553IWV	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain B6NCrl midbrain tissue embryo (16.5 days)	mixed sex embryo (16.5 days) strain B6NCrl C57BL/6
ENCSR428GHF	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain B6NCrl midbrain tissue embryo (15.5 days)	mixed sex embryo (15.5 days) strain B6NCrl C57BL/6
ENCSR254AHA	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain B6NTac;B6NCrl/Lap midbrain tissue embryo (14.5 days)	mixed sex embryo (14.5 days) strain B6NTac;B6NCrl/Lap C57BL/6
ENCSR054JHZ	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain B6NTac;B6NCrl/Lap hindbrain tissue embryo (14.5 days)	mixed sex embryo (14.5 days) strain B6NTac;B6NCrl/Lap C57BL/6
ENCSR265NBM	['epithelium', 'embryo']	[]	['ectoderm']	[]	Mus musculus strain B6NTac;B6NCrl/Lap neural tube tissue embryo (14.5 days)	mixed sex embryo (14.5 days) strain B6NTac;B6NCrl/Lap C57BL/6
ENCSR320EEW	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain B6NTac;B6NCrl/Lap forebrain tissue embryo (14.5 days)	mixed sex embryo (14.5 days) strain B6NTac;B6NCrl/Lap C57BL/6
ENCSR311YPF	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain B6NCrl forebrain tissue embryo (13.5 days)	mixed sex embryo (13.5 days) strain B6NCrl C57BL/6
ENCSR966AIB	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain B6NCrl forebrain tissue embryo (12.5 days)	mixed sex embryo (12.5 days) strain B6NCrl C57BL/6
ENCSR784TLR	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain B6NCrl hindbrain tissue embryo (12.5 days)	mixed sex embryo (12.5 days) strain B6NCrl C57BL/6
ENCSR252ONR	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain B6NCrl midbrain tissue embryo (12.5 days)	mixed sex embryo (12.5 days) strain B6NCrl C57BL/6
ENCSR671NSS	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain B6NCrl midbrain tissue embryo (13.5 days)	mixed sex embryo (13.5 days) strain B6NCrl C57BL/6
ENCSR344HHI	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain B6NCrl hindbrain tissue embryo (13.5 days)	mixed sex embryo (13.5 days) strain B6NCrl C57BL/6
ENCSR289SWJ	['epithelium', 'embryo']	[]	['ectoderm']	[]	Mus musculus strain B6NCrl neural tube tissue embryo (13.5 days)	mixed sex embryo (13.5 days) strain B6NCrl C57BL/6
ENCSR691NQH	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain B6NCrl forebrain tissue embryo (15.5 days)	mixed sex embryo (15.5 days) strain B6NCrl C57BL/6
ENCSR428OEK	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain B6NCrl forebrain tissue embryo (16.5 days)	mixed sex embryo (16.5 days) strain B6NCrl C57BL/6
ENCSR094TTT	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain B6NTac;B6NCrl/Lap forebrain tissue postnatal (0 days)	mixed sex postnatal (0 days) strain B6NTac;B6NCrl/Lap C57BL/6
ENCSR672ZXY	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain B6NTac;B6NCrl/Lap midbrain tissue postnatal (0 days)	mixed sex postnatal (0 days) strain B6NTac;B6NCrl/Lap C57BL/6
ENCSR088UKA	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain B6NCrl midbrain tissue embryo (11.5 days)	mixed sex embryo (11.5 days) strain B6NCrl C57BL/6
ENCSR275KPI	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain B6NCrl forebrain tissue embryo (11.5 days)	mixed sex embryo (11.5 days) strain B6NCrl C57BL/6
ENCSR129LAP	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain B6NCrl hindbrain tissue embryo (11.5 days)	mixed sex embryo (11.5 days) strain B6NCrl C57BL/6
ENCSR531RZS	['epithelium', 'embryo']	[]	['ectoderm']	[]	Mus musculus strain B6NCrl neural tube tissue embryo (11.5 days)	mixed sex embryo (11.5 days) strain B6NCrl C57BL/6
ENCSR891SAW	['epithelium', 'embryo']	[]	['ectoderm']	[]	Mus musculus strain B6NCrl neural tube tissue embryo (12.5 days)	mixed sex embryo (12.5 days) strain B6NCrl C57BL/6
ENCSR000CCE	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain B6NCrl olfactory bulb tissue male adult (8 weeks)	male adult (8 weeks) strain B6NCrl C57BL/6
ENCSR000CDD	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain B6NCrl cortical plate tissue male adult (8 weeks)	male adult (8 weeks) strain B6NCrl C57BL/6
ENCSR000CDC	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain B6NCrl cerebellum tissue male adult (8 weeks)	male adult (8 weeks) strain B6NCrl C57BL/6
ENCSR401GRX	['embryo']	[]	[]	[]	Mus musculus strain B6NCrl embryonic facial prominence tissue embryo (11.5 days)	mixed sex embryo (11.5 days) strain B6NCrl C57BL/6
ENCSR897WBY	['limb']	[]	['ectoderm', 'mesoderm']	['musculature', 'skeletal system']	Mus musculus strain B6NCrl limb tissue embryo (11.5 days)	mixed sex embryo (11.5 days) strain B6NCrl C57BL/6
ENCSR813SCQ	['embryo']	[]	[]	[]	Mus musculus strain B6NCrl embryonic facial prominence tissue embryo (12.5 days)	mixed sex embryo (12.5 days) strain B6NCrl C57BL/6
ENCSR905FFU	['limb']	[]	['ectoderm', 'mesoderm']	['musculature', 'skeletal system']	Mus musculus strain B6NCrl limb tissue embryo (13.5 days)	mixed sex embryo (13.5 days) strain B6NCrl C57BL/6
ENCSR420MUV	['embryo']	[]	[]	[]	Mus musculus strain B6NCrl embryonic facial prominence tissue embryo (13.5 days)	mixed sex embryo (13.5 days) strain B6NCrl C57BL/6
ENCSR737QWV	['limb']	[]	['ectoderm', 'mesoderm']	['musculature', 'skeletal system']	Mus musculus strain B6NCrl limb tissue embryo (12.5 days)	mixed sex embryo (12.5 days) strain B6NCrl C57BL/6
ENCSR481SGM	['embryo']	[]	[]	[]	Mus musculus strain B6NTac;B6NCrl/Lap embryonic facial prominence tissue embryo (14.5 days)	mixed sex embryo (14.5 days) strain B6NTac;B6NCrl/Lap C57BL/6
ENCSR382DRK	['embryo']	[]	[]	[]	Mus musculus strain B6NCrl embryonic facial prominence tissue embryo (15.5 days)	mixed sex embryo (15.5 days) strain B6NCrl C57BL/6
ENCSR988BRP	['limb']	[]	['ectoderm', 'mesoderm']	['musculature', 'skeletal system']	Mus musculus strain B6NCrl limb tissue embryo (15.5 days)	mixed sex embryo (15.5 days) strain B6NCrl C57BL/6
ENCSR424END	['intestine']	[]	['endoderm']	['digestive system']	Mus musculus strain B6NTac;B6NCrl/Lap intestine tissue embryo (14.5 days)	mixed sex embryo (14.5 days) strain B6NTac;B6NCrl/Lap C57BL/6
ENCSR316CNR	['stomach']	[]	['endoderm']	['digestive system']	Mus musculus strain B6NTac;B6NCrl/Lap stomach tissue embryo (14.5 days)	mixed sex embryo (14.5 days) strain B6NTac;B6NCrl/Lap C57BL/6
ENCSR057SHA	['kidney']	[]	['mesoderm']	['excretory system']	Mus musculus strain B6NTac;B6NCrl/Lap kidney tissue embryo (14.5 days)	mixed sex embryo (14.5 days) strain B6NTac;B6NCrl/Lap C57BL/6
ENCSR021ALF	['limb']	[]	['ectoderm', 'mesoderm']	['musculature', 'skeletal system']	Mus musculus strain B6NTac;B6NCrl/Lap limb tissue embryo (14.5 days)	mixed sex embryo (14.5 days) strain B6NTac;B6NCrl/Lap C57BL/6
ENCSR000CDI	['connective tissue', 'embryo']	['connective tissue cell', 'fibroblast']	[]	[]	Mus musculus strain C57BL/6J embryonic fibroblast male embryo (13.5 weeks)	male embryo (13.5 weeks) strain C57BL/6J C57BL/6
ENCSR000CDO	['placenta', 'extraembryonic component']	[]	['mesoderm']	['reproductive system']	Mus musculus strain B6NCrl placenta tissue female adult (8 weeks)	female adult (8 weeks) strain B6NCrl C57BL/6
ENCSR642VYW	['intestine']	[]	['endoderm']	['digestive system']	Mus musculus strain B6NTac;B6NCrl/Lap intestine tissue postnatal (0 days)	mixed sex postnatal (0 days) strain B6NTac;B6NCrl/Lap C57BL/6
ENCSR616TJM	['liver', 'exocrine gland', 'endocrine gland']	[]	['endoderm']	['endocrine system', 'exocrine system', 'digestive system']	Mus musculus strain B6NTac;B6NCrl/Lap liver tissue postnatal (0 days)	mixed sex postnatal (0 days) strain B6NTac;B6NCrl/Lap C57BL/6
ENCSR802RET	['liver', 'exocrine gland', 'endocrine gland']	[]	['endoderm']	['endocrine system', 'exocrine system', 'digestive system']	Mus musculus strain B6NCrl liver tissue embryo (16.5 days)	mixed sex embryo (16.5 days) strain B6NCrl C57BL/6
ENCSR479LFP	['liver', 'exocrine gland', 'endocrine gland']	[]	['endoderm']	['endocrine system', 'exocrine system', 'digestive system']	Mus musculus strain B6NCrl liver tissue embryo (15.5 days)	mixed sex embryo (15.5 days) strain B6NCrl C57BL/6
ENCSR136GMT	['liver', 'exocrine gland', 'endocrine gland']	[]	['endoderm']	['endocrine system', 'exocrine system', 'digestive system']	Mus musculus strain B6NCrl liver tissue embryo (12.5 days)	mixed sex embryo (12.5 days) strain B6NCrl C57BL/6
ENCSR175KBJ	['liver', 'exocrine gland', 'endocrine gland']	[]	['endoderm']	['endocrine system', 'exocrine system', 'digestive system']	Mus musculus strain B6NCrl liver tissue embryo (13.5 days)	mixed sex embryo (13.5 days) strain B6NCrl C57BL/6
ENCSR000CDU	['liver', 'exocrine gland', 'endocrine gland']	[]	['endoderm']	['endocrine system', 'exocrine system', 'digestive system']	Mus musculus strain B6NCrl liver tissue embryo (14.5 days)	mixed sex embryo (14.5 days) strain B6NCrl C57BL/6
ENCSR058DOA	['liver', 'exocrine gland', 'endocrine gland']	[]	['endoderm']	['endocrine system', 'exocrine system', 'digestive system']	Mus musculus strain B6NCrl liver tissue embryo (11.5 days)	mixed sex embryo (11.5 days) strain B6NCrl C57BL/6
ENCSR000CEV	['spleen', 'immune organ']	['cancer cell']	['mesoderm']	['immune system', 'digestive system']	Mus musculus strain MEL MEL	strain MEL DBA/2
ENCSR075SNV	['liver', 'exocrine gland', 'endocrine gland']	[]	['endoderm']	['endocrine system', 'exocrine system', 'digestive system']	Mus musculus strain B6NTac;B6NCrl/Lap liver tissue embryo (14.5 days)	mixed sex embryo (14.5 days) strain B6NTac;B6NCrl/Lap C57BL/6
ENCSR032HKE	['liver', 'exocrine gland', 'endocrine gland']	[]	['endoderm']	['endocrine system', 'exocrine system', 'digestive system']	Mus musculus strain B6NTac;B6NCrl/Lap liver tissue embryo (14.5 days)	mixed sex embryo (14.5 days) strain B6NTac;B6NCrl/Lap C57BL/6
ENCSR302LIV	['liver', 'exocrine gland', 'endocrine gland']	[]	['endoderm']	['endocrine system', 'exocrine system', 'digestive system']	Mus musculus strain B6NCrl liver tissue embryo (12.5 days)	mixed sex embryo (12.5 days) strain B6NCrl C57BL/6
ENCSR343TXK	['liver', 'exocrine gland', 'endocrine gland']	[]	['endoderm']	['endocrine system', 'exocrine system', 'digestive system']	Mus musculus strain B6NCrl liver tissue embryo (13.5 days)	mixed sex embryo (13.5 days) strain B6NCrl C57BL/6
ENCSR465PYP	['liver', 'exocrine gland', 'endocrine gland']	[]	['endoderm']	['endocrine system', 'exocrine system', 'digestive system']	Mus musculus strain B6NCrl liver tissue embryo (15.5 days)	mixed sex embryo (15.5 days) strain B6NCrl C57BL/6
ENCSR255XTC	['liver', 'exocrine gland', 'endocrine gland']	[]	['endoderm']	['endocrine system', 'exocrine system', 'digestive system']	Mus musculus strain B6NCrl liver tissue embryo (16.5 days)	mixed sex embryo (16.5 days) strain B6NCrl C57BL/6
ENCSR785NEL	['liver', 'exocrine gland', 'endocrine gland']	[]	['endoderm']	['endocrine system', 'exocrine system', 'digestive system']	Mus musculus strain B6NCrl liver tissue embryo (11.5 days)	mixed sex embryo (11.5 days) strain B6NCrl C57BL/6
ENCSR609OHJ	['liver', 'exocrine gland', 'endocrine gland']	[]	['endoderm']	['endocrine system', 'exocrine system', 'digestive system']	Mus musculus strain B6NTac;B6NCrl/Lap liver tissue postnatal (0 days)	mixed sex postnatal (0 days) strain B6NTac;B6NCrl/Lap C57BL/6
ENCSR079GOY	['intestine']	[]	['endoderm']	['digestive system']	Mus musculus strain B6NTac;B6NCrl/Lap intestine tissue postnatal (0 days)	mixed sex postnatal (0 days) strain B6NTac;B6NCrl/Lap C57BL/6
ENCSR862JVD	['blood', 'bodily fluid']	['hematopoietic cell', 'monocyte', 'leukocyte', 'myeloid cell']	['mesoderm']	['immune system']	Mus musculus strain C57BL/6J monocyte adult (5-6 weeks)	adult (5-6 weeks) strain C57BL/6J C57BL/6
ENCSR000CMQ	['lymph node', 'blood', 'bodily fluid']	['B cell', 'leukocyte', 'hematopoietic cell']	['mesoderm']	['immune system']	Mus musculus strain B10.H-2aH-4bp/Wts CH12.LX	strain B10.H-2aH-4bp/Wts B10.H-2aH-4bp/Wts
ENCSR000CML	['blood', 'bodily fluid']	['B cell', 'cancer cell', 'leukocyte', 'hematopoietic cell']	['mesoderm']	['immune system']	Mus musculus strain A20 A20	strain A20 BALB/cAnN
ENCSR000CMK	['bone element', 'bone marrow']	['hematopoietic cell']	['mesoderm']	['skeletal system', 'immune system']	Mus musculus strain 416B 416B	strain 416B B6D2F1/J
ENCSR000CNP	['spleen', 'immune organ']	['hematopoietic cell', 'cancer cell', 'myeloid cell']	['mesoderm']	['immune system', 'digestive system']	Mus musculus strain MEL MEL-GATA-1-ER	strain MEL DBA/2
ENCSR000CNN	['spleen', 'immune organ']	['cancer cell']	['mesoderm']	['immune system', 'digestive system']	Mus musculus strain MEL MEL	strain MEL DBA/2
ENCSR000DHK	['bone element', 'bone marrow']	['hematopoietic cell', 'myeloid cell']	['mesoderm']	['circulatory system']	Mus musculus erythroblast embryo (14.5 days)	mixed sex embryo (14.5 days) CD-1
ENCSR133EGP	['liver', 'exocrine gland', 'endocrine gland']	[]	['endoderm']	['endocrine system', 'exocrine system', 'digestive system']	Mus musculus strain B6NCrl liver tissue embryo (15.5 days)	mixed sex embryo (15.5 days) strain B6NCrl C57BL/6
ENCSR487OLC	['liver', 'exocrine gland', 'endocrine gland']	[]	['endoderm']	['endocrine system', 'exocrine system', 'digestive system']	Mus musculus strain B6NCrl liver tissue embryo (16.5 days)	mixed sex embryo (16.5 days) strain B6NCrl C57BL/6
ENCSR045NOD	['liver', 'exocrine gland', 'endocrine gland']	[]	['endoderm']	['endocrine system', 'exocrine system', 'digestive system']	Mus musculus strain B6NCrl liver tissue embryo (13.5 days)	mixed sex embryo (13.5 days) strain B6NCrl C57BL/6
ENCSR770OXU	['liver', 'exocrine gland', 'endocrine gland']	[]	['endoderm']	['endocrine system', 'exocrine system', 'digestive system']	Mus musculus strain B6NCrl liver tissue embryo (12.5 days)	mixed sex embryo (12.5 days) strain B6NCrl C57BL/6
ENCSR419MSI	['liver', 'exocrine gland', 'endocrine gland']	[]	['endoderm']	['endocrine system', 'exocrine system', 'digestive system']	Mus musculus strain B6NCrl liver tissue embryo (11.5 days)	mixed sex embryo (11.5 days) strain B6NCrl C57BL/6
ENCSR308GFM	['liver', 'exocrine gland', 'endocrine gland']	[]	['endoderm']	['endocrine system', 'exocrine system', 'digestive system']	Mus musculus strain B6NTac;B6NCrl/Lap liver tissue postnatal (0 days)	mixed sex postnatal (0 days) strain B6NTac;B6NCrl/Lap C57BL/6
ENCSR000CAO	['liver', 'exocrine gland', 'endocrine gland']	[]	['endoderm']	['endocrine system', 'exocrine system', 'digestive system']	Mus musculus strain B6NCrl liver tissue male adult (8 weeks)	male adult (8 weeks) strain B6NCrl C57BL/6
ENCSR000CAF	['kidney']	[]	['mesoderm']	['excretory system']	Mus musculus strain B6NCrl kidney tissue male adult (8 weeks)	male adult (8 weeks) strain B6NCrl C57BL/6
ENCSR000CAQ	['lung']	[]	['endoderm']	['respiratory system']	Mus musculus strain B6NCrl lung tissue male adult (8 weeks)	male adult (8 weeks) strain B6NCrl C57BL/6
ENCSR000CFA	['adipose tissue', 'connective tissue']	[]	['mesoderm']	[]	Mus musculus strain B6NCrl brown adipose tissue tissue male adult (24 weeks)	male adult (24 weeks) strain B6NCrl C57BL/6
ENCSR000CAE	['heart']	[]	['mesoderm']	['circulatory system']	Mus musculus strain B6NCrl heart tissue male adult (8 weeks)	male adult (8 weeks) strain B6NCrl C57BL/6
ENCSR442RYY	['heart']	[]	['mesoderm']	['circulatory system']	Mus musculus strain B6NCrl heart tissue embryo (12.5 days)	mixed sex embryo (12.5 days) strain B6NCrl C57BL/6
ENCSR663VWL	['heart']	[]	['mesoderm']	['circulatory system']	Mus musculus strain B6NCrl heart tissue embryo (13.5 days)	mixed sex embryo (13.5 days) strain B6NCrl C57BL/6
ENCSR251LFV	['heart']	[]	['mesoderm']	['circulatory system']	Mus musculus strain B6NCrl heart tissue embryo (16.5 days)	mixed sex embryo (16.5 days) strain B6NCrl C57BL/6
ENCSR080GQM	['heart']	[]	['mesoderm']	['circulatory system']	Mus musculus strain B6NTac;B6NCrl/Lap heart tissue embryo (14.5 days)	mixed sex embryo (14.5 days) strain B6NTac;B6NCrl/Lap C57BL/6
ENCSR886IHN	['heart']	[]	['mesoderm']	['circulatory system']	Mus musculus strain B6NCrl heart tissue embryo (11.5 days)	mixed sex embryo (11.5 days) strain B6NCrl C57BL/6
ENCSR339LMJ	['heart']	[]	['mesoderm']	['circulatory system']	Mus musculus strain B6NCrl heart tissue embryo (15.5 days)	mixed sex embryo (15.5 days) strain B6NCrl C57BL/6
ENCSR782DGO	['heart']	[]	['mesoderm']	['circulatory system']	Mus musculus strain B6NCrl heart tissue embryo (10.5 days)	mixed sex embryo (10.5 days) strain B6NCrl C57BL/6
ENCSR000CDL	['heart']	[]	['mesoderm']	['circulatory system']	Mus musculus strain B6NCrl heart tissue embryo (14.5 days)	mixed sex embryo (14.5 days) strain B6NCrl C57BL/6
ENCSR387YSD	['lung']	[]	['endoderm']	['respiratory system']	Mus musculus strain B6NCrl lung tissue embryo (16.5 days)	mixed sex embryo (16.5 days) strain B6NCrl C57BL/6
ENCSR858AUB	['lung']	[]	['endoderm']	['respiratory system']	Mus musculus strain B6NCrl lung tissue embryo (15.5 days)	mixed sex embryo (15.5 days) strain B6NCrl C57BL/6
ENCSR907CPZ	['stomach']	[]	['endoderm']	['digestive system']	Mus musculus strain B6NCrl stomach tissue embryo (16.5 days)	mixed sex embryo (16.5 days) strain B6NCrl C57BL/6
ENCSR335WME	['stomach']	[]	['endoderm']	['digestive system']	Mus musculus strain B6NTac;B6NCrl/Lap stomach tissue embryo (14.5 days)	mixed sex embryo (14.5 days) strain B6NTac;B6NCrl/Lap C57BL/6
ENCSR157LYR	['intestine']	[]	['endoderm']	['digestive system']	Mus musculus strain B6NTac;B6NCrl/Lap intestine tissue embryo (14.5 days)	mixed sex embryo (14.5 days) strain B6NTac;B6NCrl/Lap C57BL/6
ENCSR196ENU	['kidney']	[]	['mesoderm']	['excretory system']	Mus musculus strain B6NTac;B6NCrl/Lap kidney tissue embryo (14.5 days)	mixed sex embryo (14.5 days) strain B6NTac;B6NCrl/Lap C57BL/6
ENCSR883ASH	['kidney']	[]	['mesoderm']	['excretory system']	Mus musculus strain B6NCrl kidney tissue embryo (16.5 days)	mixed sex embryo (16.5 days) strain B6NCrl C57BL/6
ENCSR436FYE	['kidney']	[]	['mesoderm']	['excretory system']	Mus musculus strain B6NCrl kidney tissue embryo (15.5 days)	mixed sex embryo (15.5 days) strain B6NCrl C57BL/6
ENCSR810EOA	['limb']	[]	['ectoderm', 'mesoderm']	['musculature', 'skeletal system']	Mus musculus strain B6NCrl limb tissue embryo (15.5 days)	mixed sex embryo (15.5 days) strain B6NCrl C57BL/6
ENCSR091WNX	['embryo']	[]	[]	[]	Mus musculus strain B6NCrl embryonic facial prominence tissue embryo (15.5 days)	mixed sex embryo (15.5 days) strain B6NCrl C57BL/6
ENCSR258AED	['embryo']	[]	[]	[]	Mus musculus strain B6NCrl embryonic facial prominence tissue embryo (13.5 days)	mixed sex embryo (13.5 days) strain B6NCrl C57BL/6
ENCSR426EZM	['limb']	[]	['ectoderm', 'mesoderm']	['musculature', 'skeletal system']	Mus musculus strain B6NCrl limb tissue embryo (13.5 days)	mixed sex embryo (13.5 days) strain B6NCrl C57BL/6
ENCSR751AAB	['limb']	[]	['ectoderm', 'mesoderm']	['musculature', 'skeletal system']	Mus musculus strain B6NCrl limb tissue embryo (12.5 days)	mixed sex embryo (12.5 days) strain B6NCrl C57BL/6
ENCSR645ETR	['embryo']	[]	[]	[]	Mus musculus strain B6NCrl embryonic facial prominence tissue embryo (12.5 days)	mixed sex embryo (12.5 days) strain B6NCrl C57BL/6
ENCSR529ERN	['limb']	[]	['ectoderm', 'mesoderm']	['musculature', 'skeletal system']	Mus musculus strain B6NTac;B6NCrl/Lap limb tissue embryo (14.5 days)	mixed sex embryo (14.5 days) strain B6NTac;B6NCrl/Lap C57BL/6
ENCSR972WEN	['embryo']	[]	[]	[]	Mus musculus strain B6NTac;B6NCrl/Lap embryonic facial prominence tissue embryo (14.5 days)	mixed sex embryo (14.5 days) strain B6NTac;B6NCrl/Lap C57BL/6
ENCSR825OWH	['lung']	[]	['endoderm']	['respiratory system']	Mus musculus strain B6NTac;B6NCrl/Lap lung tissue embryo (14.5 days)	mixed sex embryo (14.5 days) strain B6NTac;B6NCrl/Lap C57BL/6
ENCSR674PZU	['kidney']	[]	['mesoderm']	['excretory system']	Mus musculus strain B6NTac;B6NCrl/Lap kidney tissue postnatal (0 days)	mixed sex postnatal (0 days) strain B6NTac;B6NCrl/Lap C57BL/6
ENCSR548BKP	['stomach']	[]	['endoderm']	['digestive system']	Mus musculus strain B6NCrl stomach tissue embryo (15.5 days)	mixed sex embryo (15.5 days) strain B6NCrl C57BL/6
ENCSR051CUH	['intestine']	[]	['endoderm']	['digestive system']	Mus musculus strain B6NCrl intestine tissue embryo (15.5 days)	mixed sex embryo (15.5 days) strain B6NCrl C57BL/6
ENCSR829YGD	['intestine']	[]	['endoderm']	['digestive system']	Mus musculus strain B6NCrl intestine tissue embryo (16.5 days)	mixed sex embryo (16.5 days) strain B6NCrl C57BL/6
ENCSR940CMI	['stomach']	[]	['endoderm']	['digestive system']	Mus musculus strain B6NTac;B6NCrl/Lap stomach tissue postnatal (0 days)	mixed sex postnatal (0 days) strain B6NTac;B6NCrl/Lap C57BL/6
ENCSR523IIH	['lung']	[]	['endoderm']	['respiratory system']	Mus musculus strain B6NTac;B6NCrl/Lap lung tissue postnatal (0 days)	mixed sex postnatal (0 days) strain B6NTac;B6NCrl/Lap C57BL/6
ENCSR159RVN	['intestine']	[]	['endoderm']	['digestive system']	Mus musculus strain B6NTac;B6NCrl/Lap intestine tissue postnatal (0 days)	mixed sex postnatal (0 days) strain B6NTac;B6NCrl/Lap C57BL/6
ENCSR000CCR	['intestine', 'small intestine']	[]	['endoderm']	['digestive system']	Mus musculus strain B6NCrl small intestine tissue male adult (8 weeks)	male adult (8 weeks) strain B6NCrl C57BL/6
ENCSR000CDP	['placenta', 'extraembryonic component']	[]	['mesoderm']	['reproductive system']	Mus musculus strain B6NCrl placenta tissue female adult (8 weeks)	female adult (8 weeks) strain B6NCrl C57BL/6
ENCSR000CGN	['embryo']	['embryonic cell', 'stem cell']	[]	[]	Mus musculus strain 129/Ola ES-E14	strain 129/Ola 129
ENCSR032JUI	['embryo']	['embryonic cell', 'stem cell']	[]	[]	Mus musculus strain 129/Ola E14TG2a.4	strain 129/Ola 129
ENCSR000ADK	['embryo']	['embryonic cell', 'stem cell']	[]	[]	Mus musculus strain 129/Ola ES-E14	strain 129/Ola 129
ENCSR914QGB	['embryo']	[]	[]	[]	Mus musculus strain B6NCrl embryonic facial prominence tissue embryo (10.5 days)	mixed sex embryo (10.5 days) strain B6NCrl C57BL/6
ENCSR238SGC	['limb']	[]	['ectoderm', 'mesoderm']	['musculature', 'skeletal system']	Mus musculus strain B6NCrl limb tissue embryo (10.5 days)	mixed sex embryo (10.5 days) strain B6NCrl C57BL/6
ENCSR548BCO	['limb']	[]	['ectoderm', 'mesoderm']	['musculature', 'skeletal system']	Mus musculus strain B6NCrl limb tissue embryo (11.5 days)	mixed sex embryo (11.5 days) strain B6NCrl C57BL/6
ENCSR511WPK	['embryo']	[]	[]	[]	Mus musculus strain B6NCrl embryonic facial prominence tissue embryo (11.5 days)	mixed sex embryo (11.5 days) strain B6NCrl C57BL/6
ENCSR695FPP	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain B6NCrl hindbrain tissue embryo (11.5 days)	mixed sex embryo (11.5 days) strain B6NCrl C57BL/6
ENCSR975QSF	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain B6NCrl forebrain tissue embryo (11.5 days)	mixed sex embryo (11.5 days) strain B6NCrl C57BL/6
ENCSR450ITF	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain B6NCrl midbrain tissue embryo (11.5 days)	mixed sex embryo (11.5 days) strain B6NCrl C57BL/6
ENCSR448TTC	['epithelium', 'embryo']	[]	['ectoderm']	[]	Mus musculus strain B6NCrl neural tube tissue embryo (11.5 days)	mixed sex embryo (11.5 days) strain B6NCrl C57BL/6
ENCSR263CKR	['epithelium', 'embryo']	[]	['ectoderm']	[]	Mus musculus strain B6NCrl neural tube tissue embryo (12.5 days)	mixed sex embryo (12.5 days) strain B6NCrl C57BL/6
ENCSR157IVC	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain B6NCrl midbrain tissue embryo (12.5 days)	mixed sex embryo (12.5 days) strain B6NCrl C57BL/6
ENCSR243JOL	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain B6NCrl forebrain tissue embryo (12.5 days)	mixed sex embryo (12.5 days) strain B6NCrl C57BL/6
ENCSR014MXQ	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain B6NCrl hindbrain tissue embryo (12.5 days)	mixed sex embryo (12.5 days) strain B6NCrl C57BL/6
ENCSR918ZSJ	['epithelium', 'embryo']	[]	['ectoderm']	[]	Mus musculus strain B6NCrl neural tube tissue embryo (13.5 days)	mixed sex embryo (13.5 days) strain B6NCrl C57BL/6
