File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF052KVO	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	mm10	ENCSR362VNF	TF ChIP-seq	/mouse-donors/ENCDO015AAA/	EFO:0007751	E14TG2a.4	cell line	Mus musculus										CTCF-mouse	DNA						2014-02-24	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF826KVZ/, /files/ENCFF547MET/, /files/ENCFF594EHK/, /files/ENCFF209LLW/, /files/ENCFF984AYM/	719104	ENCODE Processing Pipeline	1dcb045ca4d2bd1f7832e6bf619960fd		https://www.encodeproject.org/files/ENCFF052KVO/@@download/ENCFF052KVO.bed.gz				released	s3://encode-public/2020/10/13/740f0337-70bd-4e06-9ba2-8a00acfbd738/ENCFF052KVO.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/10/13/740f0337-70bd-4e06-9ba2-8a00acfbd738/ENCFF052KVO.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 mm10	released	low read length		
ENCFF352TCQ	bigWig	bigWig		signal p-value	mm10	ENCSR877MSN	TF ChIP-seq	/mouse-donors/ENCDO509HIY/	UBERON:0002305	layer of hippocampus	tissue	Mus musculus										CTCF-mouse	DNA						2022-07-21	ENCODE			200-600	1	1_1, 1_2							/files/ENCFF346OZU/, /files/ENCFF511CFZ/	637568227	ENCODE Processing Pipeline	b7cf7c71f3b05b6fd428b4641726381a		https://www.encodeproject.org/files/ENCFF352TCQ/@@download/ENCFF352TCQ.bigWig				released	s3://encode-public/2022/06/16/bcf65ea8-9c9e-4af4-880c-1342b532314d/ENCFF352TCQ.bigWig	https://datasetencode.blob.core.windows.net/dataset/2022/06/16/bcf65ea8-9c9e-4af4-880c-1342b532314d/ENCFF352TCQ.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 mm10	released	mild to moderate bottlenecking, moderate library complexity, antibody characterized with exemption		
ENCFF921ILM	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	mm10	ENCSR877MSN	TF ChIP-seq	/mouse-donors/ENCDO509HIY/	UBERON:0002305	layer of hippocampus	tissue	Mus musculus										CTCF-mouse	DNA						2022-07-21	ENCODE			200-600	1	1_1, 1_2							/files/ENCFF346OZU/, /files/ENCFF511CFZ/, /files/ENCFF547MET/	1262772	ENCODE Processing Pipeline	e58b754c515ac8346341b887c73b2b01		https://www.encodeproject.org/files/ENCFF921ILM/@@download/ENCFF921ILM.bed.gz				released	s3://encode-public/2022/06/16/447b1582-ad54-40f2-a353-956d816cbb34/ENCFF921ILM.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/06/16/447b1582-ad54-40f2-a353-956d816cbb34/ENCFF921ILM.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 mm10	released	mild to moderate bottlenecking, moderate library complexity, antibody characterized with exemption		
ENCFF646CPE	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	mm10	ENCSR877MSN	TF ChIP-seq	/mouse-donors/ENCDO509HIY/	UBERON:0002305	layer of hippocampus	tissue	Mus musculus										CTCF-mouse	DNA						2022-07-21	ENCODE			200-600	1	1_1, 1_2							/files/ENCFF921ILM/	2351453	ENCODE Processing Pipeline	8665635da8deae0602a3bc4dc99d9e23		https://www.encodeproject.org/files/ENCFF646CPE/@@download/ENCFF646CPE.bigBed				released	s3://encode-public/2022/06/16/ecc9ba73-497c-4dbb-b8b2-5bf343efa5eb/ENCFF646CPE.bigBed	https://datasetencode.blob.core.windows.net/dataset/2022/06/16/ecc9ba73-497c-4dbb-b8b2-5bf343efa5eb/ENCFF646CPE.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 mm10	released	mild to moderate bottlenecking, moderate library complexity, antibody characterized with exemption		
ENCFF737TRN	bigWig	bigWig		signal p-value	mm10	ENCSR415XNJ	TF ChIP-seq	/mouse-donors/ENCDO509HIY/	UBERON:0001388	gastrocnemius	tissue	Mus musculus										CTCF-mouse	DNA						2022-07-21	ENCODE			200-600	1	1_1, 1_2							/files/ENCFF587TVQ/, /files/ENCFF163VXC/	743724641	ENCODE Processing Pipeline	9f71028b2573ee977cd912b6f3ac735d		https://www.encodeproject.org/files/ENCFF737TRN/@@download/ENCFF737TRN.bigWig				released	s3://encode-public/2022/06/16/1b640e52-9dee-4eb6-b561-04e2882cf9e7/ENCFF737TRN.bigWig	https://datasetencode.blob.core.windows.net/dataset/2022/06/16/1b640e52-9dee-4eb6-b561-04e2882cf9e7/ENCFF737TRN.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 mm10	released	antibody characterized with exemption		
ENCFF680EMQ	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	mm10	ENCSR415XNJ	TF ChIP-seq	/mouse-donors/ENCDO509HIY/	UBERON:0001388	gastrocnemius	tissue	Mus musculus										CTCF-mouse	DNA						2022-07-21	ENCODE			200-600	1	1_1, 1_2							/files/ENCFF587TVQ/, /files/ENCFF547MET/, /files/ENCFF163VXC/	526079	ENCODE Processing Pipeline	aa98691bd899160fd35f801f7f372935		https://www.encodeproject.org/files/ENCFF680EMQ/@@download/ENCFF680EMQ.bed.gz				released	s3://encode-public/2022/06/16/103df573-fb0b-4019-87c3-ef1bc0a4ee51/ENCFF680EMQ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/06/16/103df573-fb0b-4019-87c3-ef1bc0a4ee51/ENCFF680EMQ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 mm10	released	antibody characterized with exemption		
ENCFF622HSM	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	mm10	ENCSR415XNJ	TF ChIP-seq	/mouse-donors/ENCDO509HIY/	UBERON:0001388	gastrocnemius	tissue	Mus musculus										CTCF-mouse	DNA						2022-07-21	ENCODE			200-600	1	1_1, 1_2							/files/ENCFF680EMQ/	964336	ENCODE Processing Pipeline	75746566b175e0fdfad3e5a7c8ab034d		https://www.encodeproject.org/files/ENCFF622HSM/@@download/ENCFF622HSM.bigBed				released	s3://encode-public/2022/06/16/8c807e55-0048-41f6-87d1-82070c54585d/ENCFF622HSM.bigBed	https://datasetencode.blob.core.windows.net/dataset/2022/06/16/8c807e55-0048-41f6-87d1-82070c54585d/ENCFF622HSM.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 mm10	released	antibody characterized with exemption		
ENCFF408DAB	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	mm10	ENCSR798CCX	TF ChIP-seq	/mouse-donors/ENCDO509HIY/	UBERON:0001388	gastrocnemius	tissue	Mus musculus										CTCF-mouse	DNA						2022-07-21	ENCODE			200-600	1	1_1, 1_2							/files/ENCFF649JAA/	1771320	ENCODE Processing Pipeline	bc041cd879a4ed877a9d0a680d802b2e		https://www.encodeproject.org/files/ENCFF408DAB/@@download/ENCFF408DAB.bigBed				released	s3://encode-public/2022/06/16/3f971129-ab46-4284-8569-33b1be143039/ENCFF408DAB.bigBed	https://datasetencode.blob.core.windows.net/dataset/2022/06/16/3f971129-ab46-4284-8569-33b1be143039/ENCFF408DAB.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 mm10	released	mild to moderate bottlenecking, moderate library complexity, antibody characterized with exemption		
ENCFF074LJQ	bigWig	bigWig		signal p-value	mm10	ENCSR798CCX	TF ChIP-seq	/mouse-donors/ENCDO509HIY/	UBERON:0001388	gastrocnemius	tissue	Mus musculus										CTCF-mouse	DNA						2022-07-21	ENCODE			200-600	1	1_1, 1_2							/files/ENCFF328TWY/, /files/ENCFF457PAR/	550397475	ENCODE Processing Pipeline	85cabaa824102cfb4139f50bac7391ca		https://www.encodeproject.org/files/ENCFF074LJQ/@@download/ENCFF074LJQ.bigWig				released	s3://encode-public/2022/06/16/90b01dd7-e57f-4509-b3f5-53925da52429/ENCFF074LJQ.bigWig	https://datasetencode.blob.core.windows.net/dataset/2022/06/16/90b01dd7-e57f-4509-b3f5-53925da52429/ENCFF074LJQ.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 mm10	released	mild to moderate bottlenecking, moderate library complexity, antibody characterized with exemption		
ENCFF649JAA	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	mm10	ENCSR798CCX	TF ChIP-seq	/mouse-donors/ENCDO509HIY/	UBERON:0001388	gastrocnemius	tissue	Mus musculus										CTCF-mouse	DNA						2022-07-21	ENCODE			200-600	1	1_1, 1_2							/files/ENCFF328TWY/, /files/ENCFF457PAR/, /files/ENCFF547MET/	847401	ENCODE Processing Pipeline	ecd847444cd980d3e93c2386c59e6b94		https://www.encodeproject.org/files/ENCFF649JAA/@@download/ENCFF649JAA.bed.gz				released	s3://encode-public/2022/06/16/8fe9348a-7976-44b5-9340-2c145a14e0f5/ENCFF649JAA.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/06/16/8fe9348a-7976-44b5-9340-2c145a14e0f5/ENCFF649JAA.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 mm10	released	mild to moderate bottlenecking, moderate library complexity, antibody characterized with exemption		
ENCFF388VCL	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	mm10	ENCSR642FSG	TF ChIP-seq	/mouse-donors/ENCDO509HIY/	NTR:0000646	left cerebral cortex	tissue	Mus musculus										CTCF-mouse	DNA						2022-07-21	ENCODE			200-600	1	1_1, 1_2							/files/ENCFF349CRP/, /files/ENCFF547MET/, /files/ENCFF291YOV/	862621	ENCODE Processing Pipeline	631e2fd6cec56ee56186566b46ec6ce2		https://www.encodeproject.org/files/ENCFF388VCL/@@download/ENCFF388VCL.bed.gz				released	s3://encode-public/2022/06/16/299abf2e-6145-4fa9-b4f4-8dea474e5041/ENCFF388VCL.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/06/16/299abf2e-6145-4fa9-b4f4-8dea474e5041/ENCFF388VCL.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 mm10	released	antibody characterized with exemption		
ENCFF734HDZ	bigWig	bigWig		signal p-value	mm10	ENCSR642FSG	TF ChIP-seq	/mouse-donors/ENCDO509HIY/	NTR:0000646	left cerebral cortex	tissue	Mus musculus										CTCF-mouse	DNA						2022-07-21	ENCODE			200-600	1	1_1, 1_2							/files/ENCFF349CRP/, /files/ENCFF291YOV/	564284348	ENCODE Processing Pipeline	7c91476e64c41c8087e2f2e7c664d6a7		https://www.encodeproject.org/files/ENCFF734HDZ/@@download/ENCFF734HDZ.bigWig				released	s3://encode-public/2022/06/16/9f7d5218-17df-4cdd-96e8-0515a8c4ebed/ENCFF734HDZ.bigWig	https://datasetencode.blob.core.windows.net/dataset/2022/06/16/9f7d5218-17df-4cdd-96e8-0515a8c4ebed/ENCFF734HDZ.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 mm10	released	antibody characterized with exemption		
ENCFF406QSK	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	mm10	ENCSR642FSG	TF ChIP-seq	/mouse-donors/ENCDO509HIY/	NTR:0000646	left cerebral cortex	tissue	Mus musculus										CTCF-mouse	DNA						2022-07-21	ENCODE			200-600	1	1_1, 1_2							/files/ENCFF388VCL/	1403478	ENCODE Processing Pipeline	e81fe29a55252f1d9aa7e9e318112cdb		https://www.encodeproject.org/files/ENCFF406QSK/@@download/ENCFF406QSK.bigBed				released	s3://encode-public/2022/06/16/a9c7c5f9-b8d6-4c3c-98ad-6d9b2e20176e/ENCFF406QSK.bigBed	https://datasetencode.blob.core.windows.net/dataset/2022/06/16/a9c7c5f9-b8d6-4c3c-98ad-6d9b2e20176e/ENCFF406QSK.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 mm10	released	antibody characterized with exemption		
ENCFF472GQV	bigWig	bigWig		signal p-value	mm10	ENCSR491NUM	TF ChIP-seq	/mouse-donors/ENCDO956IXV/	UBERON:0000948	heart	tissue	Mus musculus										CTCF-mouse	DNA						2016-05-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF035XMI/, /files/ENCFF534NLM/, /files/ENCFF359SPP/	493349140	ENCODE Processing Pipeline	791aa57d473cf153c2484fc6901e395d		https://www.encodeproject.org/files/ENCFF472GQV/@@download/ENCFF472GQV.bigWig				released	s3://encode-public/2020/10/10/cc014562-dd05-458a-8e3d-3fd05247e784/ENCFF472GQV.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/10/10/cc014562-dd05-458a-8e3d-3fd05247e784/ENCFF472GQV.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 mm10	released	antibody characterized with exemption, low read depth, control low read depth		
ENCFF609MDN	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	mm10	ENCSR491NUM	TF ChIP-seq	/mouse-donors/ENCDO956IXV/	UBERON:0000948	heart	tissue	Mus musculus										CTCF-mouse	DNA						2016-05-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF547MET/, /files/ENCFF035XMI/, /files/ENCFF534NLM/, /files/ENCFF359SPP/	707257	ENCODE Processing Pipeline	b59afdeaf1557d174f91d908437b2f8b		https://www.encodeproject.org/files/ENCFF609MDN/@@download/ENCFF609MDN.bed.gz				released	s3://encode-public/2020/10/10/2b39cb7c-15f8-4d80-a5c7-df14b8c94a97/ENCFF609MDN.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/10/10/2b39cb7c-15f8-4d80-a5c7-df14b8c94a97/ENCFF609MDN.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 mm10	released	antibody characterized with exemption, low read depth, control low read depth		
ENCFF272HBL	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	mm10	ENCSR491NUM	TF ChIP-seq	/mouse-donors/ENCDO956IXV/	UBERON:0000948	heart	tissue	Mus musculus										CTCF-mouse	DNA						2016-05-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF609MDN/	1221146	ENCODE Processing Pipeline	95f3957616cd957187ee0b8ea5fda391		https://www.encodeproject.org/files/ENCFF272HBL/@@download/ENCFF272HBL.bigBed				released	s3://encode-public/2020/10/10/a485c24e-654f-4e90-b006-36d870dbd27c/ENCFF272HBL.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/10/10/a485c24e-654f-4e90-b006-36d870dbd27c/ENCFF272HBL.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 mm10	released	antibody characterized with exemption, low read depth, control low read depth		
ENCFF756KXF	bigWig	bigWig		signal p-value	mm10	ENCSR644VYX	TF ChIP-seq	/mouse-donors/ENCDO509HIY/	NTR:0000646	left cerebral cortex	tissue	Mus musculus										CTCF-mouse	DNA						2022-07-21	ENCODE			200-600	1	1_1, 1_2							/files/ENCFF327HUH/, /files/ENCFF322DMM/	536971654	ENCODE Processing Pipeline	293cf59af625d9377f64c423d9293174		https://www.encodeproject.org/files/ENCFF756KXF/@@download/ENCFF756KXF.bigWig				released	s3://encode-public/2022/06/16/ca80eb38-d075-480f-9f28-9c01848d6878/ENCFF756KXF.bigWig	https://datasetencode.blob.core.windows.net/dataset/2022/06/16/ca80eb38-d075-480f-9f28-9c01848d6878/ENCFF756KXF.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 mm10	released	mild to moderate bottlenecking, moderate library complexity, antibody characterized with exemption		
ENCFF867JSU	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	mm10	ENCSR644VYX	TF ChIP-seq	/mouse-donors/ENCDO509HIY/	NTR:0000646	left cerebral cortex	tissue	Mus musculus										CTCF-mouse	DNA						2022-07-21	ENCODE			200-600	1	1_1, 1_2							/files/ENCFF999RIN/	2529658	ENCODE Processing Pipeline	1c90a3d40a9f7c8ecb969c6791926702		https://www.encodeproject.org/files/ENCFF867JSU/@@download/ENCFF867JSU.bigBed				released	s3://encode-public/2022/06/16/5bdd7caf-a6ac-4650-ade5-069f0be4e1df/ENCFF867JSU.bigBed	https://datasetencode.blob.core.windows.net/dataset/2022/06/16/5bdd7caf-a6ac-4650-ade5-069f0be4e1df/ENCFF867JSU.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 mm10	released	mild to moderate bottlenecking, moderate library complexity, antibody characterized with exemption		
ENCFF999RIN	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	mm10	ENCSR644VYX	TF ChIP-seq	/mouse-donors/ENCDO509HIY/	NTR:0000646	left cerebral cortex	tissue	Mus musculus										CTCF-mouse	DNA						2022-07-21	ENCODE			200-600	1	1_1, 1_2							/files/ENCFF547MET/, /files/ENCFF327HUH/, /files/ENCFF322DMM/	1359416	ENCODE Processing Pipeline	621e8d9ca840e97122f6465cecf9c9ca		https://www.encodeproject.org/files/ENCFF999RIN/@@download/ENCFF999RIN.bed.gz				released	s3://encode-public/2022/06/16/6403d0df-f7c2-4956-aa9b-555026d88d4a/ENCFF999RIN.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/06/16/6403d0df-f7c2-4956-aa9b-555026d88d4a/ENCFF999RIN.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 mm10	released	mild to moderate bottlenecking, moderate library complexity, antibody characterized with exemption		
ENCFF883DNO	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	mm10	ENCSR985ZTV	TF ChIP-seq	/mouse-donors/ENCDO956IXV/	UBERON:0001891	midbrain	tissue	Mus musculus										CTCF-mouse	DNA						2016-05-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF089GBC/	2178786	ENCODE Processing Pipeline	77c2baf1c48927d3b5c018f749464ba7		https://www.encodeproject.org/files/ENCFF883DNO/@@download/ENCFF883DNO.bigBed				released	s3://encode-public/2020/10/10/d716d8b5-5722-4215-915d-5670759946ae/ENCFF883DNO.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/10/10/d716d8b5-5722-4215-915d-5670759946ae/ENCFF883DNO.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 mm10	released	mild to moderate bottlenecking, antibody characterized with exemption		
ENCFF311PLE	bigWig	bigWig		signal p-value	mm10	ENCSR985ZTV	TF ChIP-seq	/mouse-donors/ENCDO956IXV/	UBERON:0001891	midbrain	tissue	Mus musculus										CTCF-mouse	DNA						2016-05-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF326IKX/, /files/ENCFF874WGS/, /files/ENCFF964MNG/	632794977	ENCODE Processing Pipeline	83f6a63acadae958bfd3c1963dd8b077		https://www.encodeproject.org/files/ENCFF311PLE/@@download/ENCFF311PLE.bigWig				released	s3://encode-public/2020/10/10/07fad259-c5f4-4050-92bd-f2c9006f2cc2/ENCFF311PLE.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/10/10/07fad259-c5f4-4050-92bd-f2c9006f2cc2/ENCFF311PLE.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 mm10	released	mild to moderate bottlenecking, antibody characterized with exemption		
ENCFF089GBC	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	mm10	ENCSR985ZTV	TF ChIP-seq	/mouse-donors/ENCDO956IXV/	UBERON:0001891	midbrain	tissue	Mus musculus										CTCF-mouse	DNA						2016-05-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF547MET/, /files/ENCFF326IKX/, /files/ENCFF874WGS/, /files/ENCFF964MNG/	1099563	ENCODE Processing Pipeline	10b58f8a35357e57eea34693b42c09f6		https://www.encodeproject.org/files/ENCFF089GBC/@@download/ENCFF089GBC.bed.gz				released	s3://encode-public/2020/10/10/76cfb49a-c66a-4640-b400-f9d500a16c0e/ENCFF089GBC.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/10/10/76cfb49a-c66a-4640-b400-f9d500a16c0e/ENCFF089GBC.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 mm10	released	mild to moderate bottlenecking, antibody characterized with exemption		
ENCFF091RFM	bigWig	bigWig		signal p-value	mm10	ENCSR104QEN	TF ChIP-seq	/mouse-donors/ENCDO956IXV/	UBERON:0000945	stomach	tissue	Mus musculus										CTCF-mouse	DNA						2016-05-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF117FSA/, /files/ENCFF422FKU/, /files/ENCFF094JDK/	479475307	ENCODE Processing Pipeline	2f9e11ebabb93415ef53c55f5783d2f1		https://www.encodeproject.org/files/ENCFF091RFM/@@download/ENCFF091RFM.bigWig				released	s3://encode-public/2020/10/13/976bc2de-a3ce-48f9-88b6-ced05e65a392/ENCFF091RFM.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/10/13/976bc2de-a3ce-48f9-88b6-ced05e65a392/ENCFF091RFM.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 mm10	released	moderate library complexity, mild to moderate bottlenecking, low read depth, antibody characterized with exemption		
ENCFF907XEG	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	mm10	ENCSR104QEN	TF ChIP-seq	/mouse-donors/ENCDO956IXV/	UBERON:0000945	stomach	tissue	Mus musculus										CTCF-mouse	DNA						2016-05-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF117FSA/, /files/ENCFF422FKU/, /files/ENCFF547MET/, /files/ENCFF094JDK/	1206606	ENCODE Processing Pipeline	cd4e3e2745ff4ef7d867567cd1fe3425		https://www.encodeproject.org/files/ENCFF907XEG/@@download/ENCFF907XEG.bed.gz				released	s3://encode-public/2020/10/13/349b4fb5-b74f-486b-9842-676a7fa87e3b/ENCFF907XEG.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/10/13/349b4fb5-b74f-486b-9842-676a7fa87e3b/ENCFF907XEG.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 mm10	released	moderate library complexity, mild to moderate bottlenecking, low read depth, antibody characterized with exemption		
ENCFF693MTU	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	mm10	ENCSR104QEN	TF ChIP-seq	/mouse-donors/ENCDO956IXV/	UBERON:0000945	stomach	tissue	Mus musculus										CTCF-mouse	DNA						2016-05-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF907XEG/	2358557	ENCODE Processing Pipeline	6677b9a56b3fe9fb62dd773d6c973299		https://www.encodeproject.org/files/ENCFF693MTU/@@download/ENCFF693MTU.bigBed				released	s3://encode-public/2020/10/13/2a72bf98-0b5c-44fd-be7d-89585f6e7488/ENCFF693MTU.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/10/13/2a72bf98-0b5c-44fd-be7d-89585f6e7488/ENCFF693MTU.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 mm10	released	moderate library complexity, mild to moderate bottlenecking, low read depth, antibody characterized with exemption		
ENCFF092NMJ	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	mm10	ENCSR150RGT	TF ChIP-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002028	hindbrain	tissue	Mus musculus										CTCF-mouse	DNA						2016-05-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF882DZI/, /files/ENCFF089GYC/, /files/ENCFF547MET/, /files/ENCFF438XFW/	1014044	ENCODE Processing Pipeline	0b6af5d79af9d6233a10b6dd0223d012		https://www.encodeproject.org/files/ENCFF092NMJ/@@download/ENCFF092NMJ.bed.gz				released	s3://encode-public/2020/10/10/ea565f69-ab84-440f-9839-d8639f5bcb41/ENCFF092NMJ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/10/10/ea565f69-ab84-440f-9839-d8639f5bcb41/ENCFF092NMJ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 mm10	released	antibody characterized with exemption, low read depth, control low read depth		
